Player ID,Arrival Date,Exit Location,Descision date 0,Descision date 1,Descision date 2,Server Used for Station  0,Server Used for Station  1,Service Start Time for Station 0,Service Start Time for Station 1,Service Time for Station  0,Service Time for Station  1,Service End Time for Station 0,Service End Time for Station 1,Skip Decision for Station 0,Skip Decision for Station 1,Wait for Station 0,Wait for Station 1,Cost for Station 0,Cost for Station 1,Station 0 Expected Cost,Station 1 Expected Cost,Decision at 0,Decision at 1
0,16.675311086657185,1,16.675311086657185,17.121668530823356,DNF,0,0,16.675311086657185,17.121668530823356,0.4463574441661695,1.4774584340368686,17.121668530823356,18.599126964860226,False,False,0.0,0.0,0.4463574441661695,1.4774584340368686,0,0,Correct,Incorrect
1,38.42299047604786,1,38.42299047604786,38.782798162254274,DNF,1,1,38.42299047604786,38.782798162254274,0.35980768620641684,0.2725664164354348,38.782798162254274,39.055364578689705,False,False,0.0,0.0,0.35980768620641684,0.2725664164354348,1.0,1.0,Correct,Correct
2,42.541320485808306,1,42.541320485808306,43.47660702226888,DNF,0,0,42.541320485808306,43.47660702226888,0.9352865364605714,2.593320865322248,43.47660702226888,46.06992788759113,False,False,0.0,0.0,0.9352865364605714,2.593320865322248,1.0,1.0,Correct,Incorrect
3,48.94326699213768,1,48.94326699213768,49.80225796932299,DNF,1,1,48.94326699213768,49.80225796932299,0.8589909771853046,0.861073027130704,49.80225796932299,50.66333099645369,False,False,0.0,0.0,0.8589909771853046,0.861073027130704,1.0,1.0,Correct,Correct
4,52.29665000523893,1,52.29665000523893,53.1728180300782,DNF,0,0,52.29665000523893,53.1728180300782,0.8761680248392685,0.6421144768674993,53.1728180300782,53.814932506945695,False,False,0.0,0.0,0.8761680248392685,0.6421144768674993,1.0,1.0,Correct,Correct
5,59.43255341229233,1,59.43255341229233,59.93134084925268,DNF,1,1,59.43255341229233,59.93134084925268,0.4987874369603514,1.4029861358951994,59.93134084925268,61.334326985147875,False,False,0.0,0.0,0.4987874369603514,1.4029861358951994,1.0,1.0,Correct,Incorrect
6,60.84888756870092,1,60.84888756870092,62.096058686283165,DNF,0,1,60.84888756870092,62.096058686283165,1.247171117582247,0.4937005565433141,62.096058686283165,62.58975924282648,False,False,0.0,0.0,1.247171117582247,0.4937005565433141,1.0,1.0,Correct,Correct
7,61.324852927505084,1,61.324852927505084,61.94426722779697,DNF,1,0,61.324852927505084,61.94426722779697,0.6194143002918865,0.23003619416647972,61.94426722779697,62.17430342196345,False,False,0.0,0.0,0.6194143002918865,0.23003619416647972,1.0,1.0,Correct,Correct
8,69.94030313220696,1,69.94030313220696,71.73155828039953,DNF,1,0,69.94030313220696,71.73155828039953,1.7912551481925598,0.2574460166315459,71.73155828039953,71.98900429703107,False,False,0.0,0.0,1.7912551481925598,0.2574460166315459,1.0,1.0,Correct,Correct
9,120.12601921383501,1,120.12601921383501,120.88589502770036,DNF,0,1,120.12601921383501,120.88589502770036,0.7598758138653511,3.75584511969479,120.88589502770036,124.64174014739515,False,False,0.0,0.0,0.7598758138653511,3.75584511969479,1.0,1.0,Correct,Incorrect
